"","X","continent","location","month","day","year","total_cases","new_cases","total_deaths","new_deaths","total_vaccinations","people_vaccinated"
"32355",32355,"Europe","Netherlands",3,8,2020,265,77,3,2,NA,NA
"32356",32356,"Europe","Netherlands",3,9,2020,321,56,3,0,NA,NA
"32357",32357,"Europe","Netherlands",3,10,2020,382,61,4,1,NA,NA
"32358",32358,"Europe","Netherlands",3,11,2020,503,121,5,1,NA,NA
"32359",32359,"Europe","Netherlands",3,12,2020,503,0,5,0,NA,NA
"32360",32360,"Europe","Netherlands",3,13,2020,806,303,10,5,NA,NA
"32361",32361,"Europe","Netherlands",3,14,2020,962,156,12,2,NA,NA
"32362",32362,"Europe","Netherlands",3,15,2020,1138,176,20,8,NA,NA
"32363",32363,"Europe","Netherlands",3,16,2020,1416,278,24,4,NA,NA
"32364",32364,"Europe","Netherlands",3,17,2020,1711,295,43,19,NA,NA
"32365",32365,"Europe","Netherlands",3,18,2020,2058,347,58,15,NA,NA
"32366",32366,"Europe","Netherlands",3,19,2020,2467,409,77,19,NA,NA
"32367",32367,"Europe","Netherlands",3,20,2020,3003,536,107,30,NA,NA
"32368",32368,"Europe","Netherlands",3,21,2020,3640,637,137,30,NA,NA
"32369",32369,"Europe","Netherlands",3,22,2020,4217,577,180,43,NA,NA
"32370",32370,"Europe","Netherlands",3,23,2020,4764,547,214,34,NA,NA
"32371",32371,"Europe","Netherlands",3,24,2020,5580,816,277,63,NA,NA
"32372",32372,"Europe","Netherlands",3,25,2020,6438,858,357,80,NA,NA
"32373",32373,"Europe","Netherlands",3,26,2020,7468,1030,435,78,NA,NA
"32374",32374,"Europe","Netherlands",3,27,2020,8647,1179,547,112,NA,NA
"32375",32375,"Europe","Netherlands",3,28,2020,9819,1172,640,93,NA,NA
"32376",32376,"Europe","Netherlands",3,29,2020,10930,1111,772,132,NA,NA
"32377",32377,"Europe","Netherlands",3,30,2020,11817,887,865,93,NA,NA
"32378",32378,"Europe","Netherlands",3,31,2020,12667,850,1040,175,NA,NA
"32379",32379,"Europe","Netherlands",4,1,2020,13696,1029,1175,135,NA,NA
"32380",32380,"Europe","Netherlands",4,2,2020,14788,1092,1341,166,NA,NA
"32381",32381,"Europe","Netherlands",4,3,2020,15821,1033,1490,149,NA,NA
"32382",32382,"Europe","Netherlands",4,4,2020,16727,906,1656,166,NA,NA
"32383",32383,"Europe","Netherlands",4,5,2020,17953,1226,1771,115,NA,NA
"32384",32384,"Europe","Netherlands",4,6,2020,18926,973,1874,103,NA,NA
"32385",32385,"Europe","Netherlands",4,7,2020,19709,783,2108,234,NA,NA
"32386",32386,"Europe","Netherlands",4,8,2020,20682,973,2255,147,NA,NA
"32387",32387,"Europe","Netherlands",4,9,2020,21903,1221,2403,148,NA,NA
"32388",32388,"Europe","Netherlands",4,10,2020,23249,1346,2520,117,NA,NA
"32389",32389,"Europe","Netherlands",4,11,2020,24571,1322,2653,133,NA,NA
"32390",32390,"Europe","Netherlands",4,12,2020,25746,1175,2747,94,NA,NA
"32391",32391,"Europe","Netherlands",4,13,2020,26710,964,2833,86,NA,NA
"32392",32392,"Europe","Netherlands",4,14,2020,27580,870,2955,122,NA,NA
"32393",32393,"Europe","Netherlands",4,15,2020,28316,736,3145,190,NA,NA
"32394",32394,"Europe","Netherlands",4,16,2020,29383,1067,3327,182,NA,NA
"32395",32395,"Europe","Netherlands",4,17,2020,30619,1236,3471,144,NA,NA
"32396",32396,"Europe","Netherlands",4,18,2020,31766,1147,3613,142,NA,NA
"32397",32397,"Europe","Netherlands",4,19,2020,32838,1072,3697,84,NA,NA
"32398",32398,"Europe","Netherlands",4,20,2020,33588,750,3764,67,NA,NA
"32399",32399,"Europe","Netherlands",4,21,2020,34317,729,3929,165,NA,NA
"32400",32400,"Europe","Netherlands",4,22,2020,35032,715,4068,139,NA,NA
"32401",32401,"Europe","Netherlands",4,23,2020,35921,889,4192,124,NA,NA
"32402",32402,"Europe","Netherlands",4,24,2020,36729,808,4304,112,NA,NA
"32403",32403,"Europe","Netherlands",4,25,2020,37384,655,4424,120,NA,NA
"32404",32404,"Europe","Netherlands",4,26,2020,38040,656,4491,67,NA,NA
"32405",32405,"Europe","Netherlands",4,27,2020,38440,400,4534,43,NA,NA
"32406",32406,"Europe","Netherlands",4,28,2020,38612,172,4582,48,NA,NA
"32407",32407,"Europe","Netherlands",4,29,2020,38998,386,4727,145,NA,NA
"32408",32408,"Europe","Netherlands",4,30,2020,39512,514,4811,84,NA,NA
"32409",32409,"Europe","Netherlands",5,1,2020,39989,477,4909,98,NA,NA
"32410",32410,"Europe","Netherlands",5,2,2020,40434,445,5003,94,NA,NA
"32411",32411,"Europe","Netherlands",5,3,2020,40769,335,5072,69,NA,NA
"32412",32412,"Europe","Netherlands",5,4,2020,40968,199,5098,26,NA,NA
"32413",32413,"Europe","Netherlands",5,5,2020,41286,318,5185,87,NA,NA
"32414",32414,"Europe","Netherlands",5,6,2020,41518,232,5221,36,NA,NA
"32415",32415,"Europe","Netherlands",5,7,2020,41973,455,5306,85,NA,NA
"32416",32416,"Europe","Netherlands",5,8,2020,42292,319,5377,71,NA,NA
"32417",32417,"Europe","Netherlands",5,9,2020,42581,289,5441,64,NA,NA
"32418",32418,"Europe","Netherlands",5,10,2020,42826,245,5459,18,NA,NA
"32419",32419,"Europe","Netherlands",5,11,2020,42987,161,5475,16,NA,NA
"32420",32420,"Europe","Netherlands",5,12,2020,43183,196,5529,54,NA,NA
"32421",32421,"Europe","Netherlands",5,13,2020,43410,227,5581,52,NA,NA
"32422",32422,"Europe","Netherlands",5,14,2020,43680,270,5609,28,NA,NA
"32423",32423,"Europe","Netherlands",5,15,2020,43880,200,5662,53,NA,NA
"32424",32424,"Europe","Netherlands",5,16,2020,44070,190,5689,27,NA,NA
"32425",32425,"Europe","Netherlands",5,17,2020,44195,125,5699,10,NA,NA
"32426",32426,"Europe","Netherlands",5,18,2020,44341,146,5713,14,NA,NA
"32427",32427,"Europe","Netherlands",5,19,2020,44449,108,5734,21,NA,NA
"32428",32428,"Europe","Netherlands",5,20,2020,44647,198,5767,33,NA,NA
"32429",32429,"Europe","Netherlands",5,21,2020,44900,253,5794,27,NA,NA
"32430",32430,"Europe","Netherlands",5,22,2020,45088,188,5807,13,NA,NA
"32431",32431,"Europe","Netherlands",5,23,2020,45265,177,5830,23,NA,NA
"32432",32432,"Europe","Netherlands",5,24,2020,45437,172,5841,11,NA,NA
"32433",32433,"Europe","Netherlands",5,25,2020,45647,210,5849,8,NA,NA
"32434",32434,"Europe","Netherlands",5,26,2020,45780,133,5875,26,NA,NA
"32435",32435,"Europe","Netherlands",5,27,2020,45970,190,5890,15,NA,NA
"32436",32436,"Europe","Netherlands",5,28,2020,46152,182,5922,32,NA,NA
"32437",32437,"Europe","Netherlands",5,29,2020,46328,176,5950,28,NA,NA
"32438",32438,"Europe","Netherlands",5,30,2020,46460,132,5970,20,NA,NA
"32439",32439,"Europe","Netherlands",5,31,2020,46645,185,5975,5,NA,NA
"32440",32440,"Europe","Netherlands",6,1,2020,46749,104,5981,6,NA,NA
"32441",32441,"Europe","Netherlands",6,2,2020,46852,103,5986,5,NA,NA
"32442",32442,"Europe","Netherlands",6,3,2020,46939,87,5996,10,NA,NA
"32443",32443,"Europe","Netherlands",6,4,2020,47148,209,6009,13,NA,NA
"32444",32444,"Europe","Netherlands",6,5,2020,47358,210,6024,15,NA,NA
"32445",32445,"Europe","Netherlands",6,6,2020,47541,183,6030,6,NA,NA
"32446",32446,"Europe","Netherlands",6,7,2020,47780,239,6032,2,NA,NA
"32447",32447,"Europe","Netherlands",6,8,2020,47945,165,6035,3,NA,NA
"32448",32448,"Europe","Netherlands",6,9,2020,48109,164,6050,15,NA,NA
"32449",32449,"Europe","Netherlands",6,10,2020,48294,185,6061,11,NA,NA
"32450",32450,"Europe","Netherlands",6,11,2020,48458,164,6063,2,NA,NA
"32451",32451,"Europe","Netherlands",6,12,2020,48668,210,6072,9,NA,NA
"32452",32452,"Europe","Netherlands",6,13,2020,48847,179,6076,4,NA,NA
"32453",32453,"Europe","Netherlands",6,14,2020,48990,143,6078,2,NA,NA
"32454",32454,"Europe","Netherlands",6,15,2020,49155,165,6084,6,NA,NA
"32455",32455,"Europe","Netherlands",6,16,2020,49295,140,6089,5,NA,NA
"32456",32456,"Europe","Netherlands",6,17,2020,49412,117,6093,4,NA,NA
"32457",32457,"Europe","Netherlands",6,18,2020,49527,115,6097,4,NA,NA
"32458",32458,"Europe","Netherlands",6,19,2020,49634,107,6100,3,NA,NA
"32459",32459,"Europe","Netherlands",6,20,2020,49710,76,6108,8,NA,NA
"32460",32460,"Europe","Netherlands",6,21,2020,49801,91,6109,1,NA,NA
"32461",32461,"Europe","Netherlands",6,22,2020,49866,65,6109,0,NA,NA
"32462",32462,"Europe","Netherlands",6,23,2020,49930,64,6114,5,NA,NA
"32463",32463,"Europe","Netherlands",6,24,2020,50012,82,6116,2,NA,NA
"32464",32464,"Europe","Netherlands",6,25,2020,50122,110,6119,3,NA,NA
"32465",32465,"Europe","Netherlands",6,26,2020,50213,91,6122,3,NA,NA
"32466",32466,"Europe","Netherlands",6,27,2020,50282,69,6124,2,NA,NA
"32467",32467,"Europe","Netherlands",6,28,2020,50355,73,6124,0,NA,NA
"32468",32468,"Europe","Netherlands",6,29,2020,50433,78,6126,2,NA,NA
"32469",32469,"Europe","Netherlands",6,30,2020,50483,50,6132,6,NA,NA
"32470",32470,"Europe","Netherlands",7,1,2020,50545,62,6134,2,NA,NA
"32471",32471,"Europe","Netherlands",7,2,2020,50623,78,6137,3,NA,NA
"32472",32472,"Europe","Netherlands",7,3,2020,50698,75,6139,2,NA,NA
"32473",32473,"Europe","Netherlands",7,4,2020,50761,63,6145,6,NA,NA
"32474",32474,"Europe","Netherlands",7,5,2020,50834,73,6146,1,NA,NA
"32475",32475,"Europe","Netherlands",7,6,2020,50870,36,6147,1,NA,NA
"32476",32476,"Europe","Netherlands",7,7,2020,50907,37,6151,4,NA,NA
"32477",32477,"Europe","Netherlands",7,8,2020,50959,52,6154,3,NA,NA
"32478",32478,"Europe","Netherlands",7,9,2020,51013,54,6156,2,NA,NA
"32479",32479,"Europe","Netherlands",7,10,2020,51055,42,6155,-1,NA,NA
"32480",32480,"Europe","Netherlands",7,11,2020,51136,81,6156,1,NA,NA
"32481",32481,"Europe","Netherlands",7,12,2020,51237,101,6156,0,NA,NA
"32482",32482,"Europe","Netherlands",7,13,2020,51308,71,6156,0,NA,NA
"32483",32483,"Europe","Netherlands",7,14,2020,51362,54,6154,-2,NA,NA
"32484",32484,"Europe","Netherlands",7,15,2020,51471,109,6155,1,NA,NA
"32485",32485,"Europe","Netherlands",7,16,2020,51572,101,6156,1,NA,NA
"32486",32486,"Europe","Netherlands",7,17,2020,51682,110,6157,1,NA,NA
"32487",32487,"Europe","Netherlands",7,18,2020,51809,127,6155,-2,NA,NA
"32488",32488,"Europe","Netherlands",7,19,2020,51955,146,6155,0,NA,NA
"32489",32489,"Europe","Netherlands",7,20,2020,52142,187,6155,0,NA,NA
"32490",32490,"Europe","Netherlands",7,21,2020,52307,165,6155,0,NA,NA
"32491",32491,"Europe","Netherlands",7,22,2020,52475,168,6158,3,NA,NA
"32492",32492,"Europe","Netherlands",7,23,2020,52640,165,6158,0,NA,NA
"32493",32493,"Europe","Netherlands",7,24,2020,52837,197,6158,0,NA,NA
"32494",32494,"Europe","Netherlands",7,25,2020,52984,147,6159,1,NA,NA
"32495",32495,"Europe","Netherlands",7,26,2020,53278,294,6178,19,NA,NA
"32496",32496,"Europe","Netherlands",7,27,2020,53424,146,6160,-18,NA,NA
"32497",32497,"Europe","Netherlands",7,28,2020,53647,223,6164,4,NA,NA
"32498",32498,"Europe","Netherlands",7,29,2020,53895,248,6166,2,NA,NA
"32499",32499,"Europe","Netherlands",7,30,2020,54249,354,6166,0,NA,NA
"32500",32500,"Europe","Netherlands",7,31,2020,54590,341,6166,0,NA,NA
"32501",32501,"Europe","Netherlands",8,1,2020,55021,431,6167,1,NA,NA
"32502",32502,"Europe","Netherlands",8,2,2020,55408,387,6169,2,NA,NA
"32503",32503,"Europe","Netherlands",8,3,2020,55786,378,6169,0,NA,NA
"32504",32504,"Europe","Netherlands",8,4,2020,56279,493,6170,1,NA,NA
"32505",32505,"Europe","Netherlands",8,5,2020,56750,471,6173,3,NA,NA
"32506",32506,"Europe","Netherlands",8,6,2020,57465,715,6173,0,NA,NA
"32507",32507,"Europe","Netherlands",8,7,2020,58117,652,6174,1,NA,NA
"32508",32508,"Europe","Netherlands",8,8,2020,58717,600,6178,4,NA,NA
"32509",32509,"Europe","Netherlands",8,9,2020,59360,643,6178,0,NA,NA
"32510",32510,"Europe","Netherlands",8,10,2020,60058,698,6178,0,NA,NA
"32511",32511,"Europe","Netherlands",8,11,2020,60391,333,6162,-16,NA,NA
"32512",32512,"Europe","Netherlands",8,12,2020,61718,1327,6182,20,NA,NA
"32513",32513,"Europe","Netherlands",8,13,2020,62406,688,6187,5,NA,NA
"32514",32514,"Europe","Netherlands",8,14,2020,63127,721,6189,2,NA,NA
"32515",32515,"Europe","Netherlands",8,15,2020,63889,762,6191,2,NA,NA
"32516",32516,"Europe","Netherlands",8,16,2020,64468,579,6194,3,NA,NA
"32517",32517,"Europe","Netherlands",8,17,2020,64980,512,6194,0,NA,NA
"32518",32518,"Europe","Netherlands",8,18,2020,65560,580,6197,3,NA,NA
"32519",32519,"Europe","Netherlands",8,19,2020,66218,658,6204,7,NA,NA
"32520",32520,"Europe","Netherlands",8,20,2020,66843,625,6215,11,NA,NA
"32521",32521,"Europe","Netherlands",8,21,2020,67456,613,6219,4,NA,NA
"32522",32522,"Europe","Netherlands",8,22,2020,68051,595,6225,6,NA,NA
"32523",32523,"Europe","Netherlands",8,23,2020,68570,519,6225,0,NA,NA
"32524",32524,"Europe","Netherlands",8,24,2020,69224,654,6227,2,NA,NA
"32525",32525,"Europe","Netherlands",8,25,2020,69683,459,6233,6,NA,NA
"32526",32526,"Europe","Netherlands",8,26,2020,70382,699,6241,8,NA,NA
"32527",32527,"Europe","Netherlands",8,27,2020,70984,602,6244,3,NA,NA
"32528",32528,"Europe","Netherlands",8,28,2020,71557,573,6247,3,NA,NA
"32529",32529,"Europe","Netherlands",8,29,2020,72128,571,6252,5,NA,NA
"32530",32530,"Europe","Netherlands",8,30,2020,72679,551,6252,0,NA,NA
"32531",32531,"Europe","Netherlands",8,31,2020,73232,553,6252,0,NA,NA
"32532",32532,"Europe","Netherlands",9,1,2020,73802,570,6260,8,NA,NA
"32533",32533,"Europe","Netherlands",9,2,2020,74660,858,6267,7,NA,NA
"32534",32534,"Europe","Netherlands",9,3,2020,75356,696,6268,1,NA,NA
"32535",32535,"Europe","Netherlands",9,4,2020,76173,817,6270,2,NA,NA
"32536",32536,"Europe","Netherlands",9,5,2020,76907,734,6275,5,NA,NA
"32537",32537,"Europe","Netherlands",9,6,2020,77857,950,6277,2,NA,NA
"32538",32538,"Europe","Netherlands",9,7,2020,78702,845,6278,1,NA,NA
"32539",32539,"Europe","Netherlands",9,8,2020,79792,1090,6279,1,NA,NA
"32540",32540,"Europe","Netherlands",9,9,2020,81085,1293,6281,2,NA,NA
"32541",32541,"Europe","Netherlands",9,10,2020,82016,931,6285,4,NA,NA
"32542",32542,"Europe","Netherlands",9,11,2020,83370,1354,6290,5,NA,NA
"32543",32543,"Europe","Netherlands",9,12,2020,84709,1339,6291,1,NA,NA
"32544",32544,"Europe","Netherlands",9,13,2020,85876,1167,6292,1,NA,NA
"32545",32545,"Europe","Netherlands",9,14,2020,87194,1318,6296,4,NA,NA
"32546",32546,"Europe","Netherlands",9,15,2020,88673,1479,6300,4,NA,NA
"32547",32547,"Europe","Netherlands",9,16,2020,90425,1752,6303,3,NA,NA
"32548",32548,"Europe","Netherlands",9,17,2020,92262,1837,6310,7,NA,NA
"32549",32549,"Europe","Netherlands",9,18,2020,94345,2083,6318,8,NA,NA
"32550",32550,"Europe","Netherlands",9,19,2020,96261,1916,6320,2,NA,NA
"32551",32551,"Europe","Netherlands",9,20,2020,98217,1956,6324,4,NA,NA
"32552",32552,"Europe","Netherlands",9,21,2020,100491,2274,6327,3,NA,NA
"32553",32553,"Europe","Netherlands",9,22,2020,102844,2353,6338,11,NA,NA
"32554",32554,"Europe","Netherlands",9,23,2020,105304,2460,6344,6,NA,NA
"32555",32555,"Europe","Netherlands",9,24,2020,107899,2595,6361,17,NA,NA
"32556",32556,"Europe","Netherlands",9,25,2020,110758,2859,6377,16,NA,NA
"32557",32557,"Europe","Netherlands",9,26,2020,113518,2760,6415,38,NA,NA
"32558",32558,"Europe","Netherlands",9,27,2020,116559,3041,6423,8,NA,NA
"32559",32559,"Europe","Netherlands",9,28,2020,119509,2950,6429,6,NA,NA
"32560",32560,"Europe","Netherlands",9,29,2020,122620,3111,6443,14,NA,NA
"32561",32561,"Europe","Netherlands",9,30,2020,125988,3368,6457,14,NA,NA
"32562",32562,"Europe","Netherlands",10,1,2020,129283,3295,6470,13,NA,NA
"32563",32563,"Europe","Netherlands",10,2,2020,133166,3883,6482,12,NA,NA
"32564",32564,"Europe","Netherlands",10,3,2020,137194,4028,6503,21,NA,NA
"32565",32565,"Europe","Netherlands",10,4,2020,141226,4032,6508,5,NA,NA
"32566",32566,"Europe","Netherlands",10,5,2020,145837,4611,6509,1,NA,NA
"32567",32567,"Europe","Netherlands",10,6,2020,150413,4576,6538,29,NA,NA
"32568",32568,"Europe","Netherlands",10,7,2020,155465,5052,6574,36,NA,NA
"32569",32569,"Europe","Netherlands",10,8,2020,161332,5867,6587,13,NA,NA
"32570",32570,"Europe","Netherlands",10,9,2020,167348,6016,6601,14,NA,NA
"32571",32571,"Europe","Netherlands",10,10,2020,173894,6546,6624,23,NA,NA
"32572",32572,"Europe","Netherlands",10,11,2020,180288,6394,6642,18,NA,NA
"32573",32573,"Europe","Netherlands",10,12,2020,187138,6850,6654,12,NA,NA
"32574",32574,"Europe","Netherlands",10,13,2020,194591,7453,6689,35,NA,NA
"32575",32575,"Europe","Netherlands",10,14,2020,201942,7351,6720,31,NA,NA
"32576",32576,"Europe","Netherlands",10,15,2020,209799,7857,6749,29,NA,NA
"32577",32577,"Europe","Netherlands",10,16,2020,217821,8022,6765,16,NA,NA
"32578",32578,"Europe","Netherlands",10,17,2020,225970,8149,6797,32,NA,NA
"32579",32579,"Europe","Netherlands",10,18,2020,234203,8233,6811,14,NA,NA
"32580",32580,"Europe","Netherlands",10,19,2020,242217,8014,6828,17,NA,NA
"32581",32581,"Europe","Netherlands",10,20,2020,250411,8194,6874,46,NA,NA
"32582",32582,"Europe","Netherlands",10,21,2020,259207,8796,6934,60,NA,NA
"32583",32583,"Europe","Netherlands",10,22,2020,268517,9310,6981,47,NA,NA
"32584",32584,"Europe","Netherlands",10,23,2020,278546,10029,7026,45,NA,NA
"32585",32585,"Europe","Netherlands",10,24,2020,287229,8683,7081,55,NA,NA
"32586",32586,"Europe","Netherlands",10,25,2020,297466,10237,7108,27,NA,NA
"32587",32587,"Europe","Netherlands",10,26,2020,307831,10365,7134,26,NA,NA
"32588",32588,"Europe","Netherlands",10,27,2020,318152,10321,7204,70,NA,NA
"32589",32589,"Europe","Netherlands",10,28,2020,326308,8156,7265,61,NA,NA
"32590",32590,"Europe","Netherlands",10,29,2020,336629,10321,7321,56,NA,NA
"32591",32591,"Europe","Netherlands",10,30,2020,347801,11172,7408,87,NA,NA
"32592",32592,"Europe","Netherlands",10,31,2020,357640,9839,7459,51,NA,NA
"32593",32593,"Europe","Netherlands",11,1,2020,366351,8711,7498,39,NA,NA
"32594",32594,"Europe","Netherlands",11,2,2020,374663,8312,7527,29,NA,NA
"32595",32595,"Europe","Netherlands",11,3,2020,382440,7777,7640,113,NA,NA
"32596",32596,"Europe","Netherlands",11,4,2020,390120,7680,7748,108,NA,NA
"32597",32597,"Europe","Netherlands",11,5,2020,397112,6992,7836,88,NA,NA
"32598",32598,"Europe","Netherlands",11,6,2020,404392,7280,7954,118,NA,NA
"32599",32599,"Europe","Netherlands",11,7,2020,411107,6715,8028,74,NA,NA
"32600",32600,"Europe","Netherlands",11,8,2020,416806,5699,8072,44,NA,NA
"32601",32601,"Europe","Netherlands",11,9,2020,421503,4697,8112,40,NA,NA
"32602",32602,"Europe","Netherlands",11,10,2020,426227,4724,8211,99,NA,NA
"32603",32603,"Europe","Netherlands",11,11,2020,431696,5469,8286,75,NA,NA
"32604",32604,"Europe","Netherlands",11,12,2020,437376,5680,8375,89,NA,NA
"32605",32605,"Europe","Netherlands",11,13,2020,443533,6157,8430,55,NA,NA
"32606",32606,"Europe","Netherlands",11,14,2020,449501,5968,8516,86,NA,NA
"32607",32607,"Europe","Netherlands",11,15,2020,454961,5460,8559,43,NA,NA
"32608",32608,"Europe","Netherlands",11,16,2020,459837,4876,8603,44,NA,NA
"32609",32609,"Europe","Netherlands",11,17,2020,464205,4368,8689,86,NA,NA
"32610",32610,"Europe","Netherlands",11,18,2020,468900,4695,8772,83,NA,NA
"32611",32611,"Europe","Netherlands",11,19,2020,474641,5741,8846,74,NA,NA
"32612",32612,"Europe","Netherlands",11,20,2020,480649,6008,8898,52,NA,NA
"32613",32613,"Europe","Netherlands",11,21,2020,486820,6171,8946,48,NA,NA
"32614",32614,"Europe","Netherlands",11,22,2020,492293,5473,8967,21,NA,NA
"32615",32615,"Europe","Netherlands",11,23,2020,497501,5208,9021,54,NA,NA
"32616",32616,"Europe","Netherlands",11,24,2020,501503,4002,9111,90,NA,NA
"32617",32617,"Europe","Netherlands",11,25,2020,506557,5054,9185,74,NA,NA
"32618",32618,"Europe","Netherlands",11,26,2020,511162,4605,9260,75,NA,NA
"32619",32619,"Europe","Netherlands",11,27,2020,517045,5883,9343,83,NA,NA
"32620",32620,"Europe","Netherlands",11,28,2020,521639,4594,9403,60,NA,NA
"32621",32621,"Europe","Netherlands",11,29,2020,527336,5697,9426,23,NA,NA
"32622",32622,"Europe","Netherlands",11,30,2020,531930,4594,9453,27,NA,NA
"32623",32623,"Europe","Netherlands",12,1,2020,536129,4199,9518,65,NA,NA
"32624",32624,"Europe","Netherlands",12,2,2020,541238,5109,9584,66,NA,NA
"32625",32625,"Europe","Netherlands",12,3,2020,546982,5744,9645,61,NA,NA
"32626",32626,"Europe","Netherlands",12,4,2020,553040,6058,9704,59,NA,NA
"32627",32627,"Europe","Netherlands",12,5,2020,559716,6676,9743,39,NA,NA
"32628",32628,"Europe","Netherlands",12,6,2020,566628,6912,9768,25,NA,NA
"32629",32629,"Europe","Netherlands",12,7,2020,573750,7122,9786,18,NA,NA
"32630",32630,"Europe","Netherlands",12,8,2020,579997,6247,9857,71,NA,NA
"32631",32631,"Europe","Netherlands",12,9,2020,586643,6646,9923,66,NA,NA
"32632",32632,"Europe","Netherlands",12,10,2020,595473,8830,9985,62,NA,NA
"32633",32633,"Europe","Netherlands",12,11,2020,604452,8979,10051,66,NA,NA
"32634",32634,"Europe","Netherlands",12,12,2020,613630,9178,10104,53,NA,NA
"32635",32635,"Europe","Netherlands",12,13,2020,623567,9937,10134,30,NA,NA
"32636",32636,"Europe","Netherlands",12,14,2020,632085,8518,10168,34,NA,NA
"32637",32637,"Europe","Netherlands",12,15,2020,638801,6716,10254,86,NA,NA
"32638",32638,"Europe","Netherlands",12,16,2020,650072,11271,10333,79,NA,NA
"32639",32639,"Europe","Netherlands",12,17,2020,662943,12871,10408,75,NA,NA
"32640",32640,"Europe","Netherlands",12,18,2020,674967,12024,10492,84,NA,NA
"32641",32641,"Europe","Netherlands",12,19,2020,687250,12283,10546,54,NA,NA
"32642",32642,"Europe","Netherlands",12,20,2020,700322,13072,10578,32,NA,NA
"32643",32643,"Europe","Netherlands",12,21,2020,711540,11218,10606,28,NA,NA
"32644",32644,"Europe","Netherlands",12,22,2020,721429,9889,10720,114,NA,NA
"32645",32645,"Europe","Netherlands",12,23,2020,731902,10473,10825,105,NA,NA
"32646",32646,"Europe","Netherlands",12,24,2020,743493,11591,10914,89,NA,NA
"32647",32647,"Europe","Netherlands",12,25,2020,755038,11545,11015,101,NA,NA
"32648",32648,"Europe","Netherlands",12,26,2020,764907,9869,11062,47,NA,NA
"32649",32649,"Europe","Netherlands",12,27,2020,774009,9102,11090,28,NA,NA
"32650",32650,"Europe","Netherlands",12,28,2020,781467,7458,11135,45,NA,NA
"32651",32651,"Europe","Netherlands",12,29,2020,789059,7592,11305,170,NA,NA
"32652",32652,"Europe","Netherlands",12,30,2020,798592,9533,11417,112,NA,NA
"32653",32653,"Europe","Netherlands",12,31,2020,808382,9790,11525,108,NA,NA
"32654",32654,"Europe","Netherlands",1,1,2021,816616,8234,11624,99,NA,NA
"32655",32655,"Europe","Netherlands",1,2,2021,825249,8633,11660,36,NA,NA
"32656",32656,"Europe","Netherlands",1,3,2021,832702,7453,11707,47,NA,NA
"32657",32657,"Europe","Netherlands",1,4,2021,839316,6614,11770,63,NA,NA
"32658",32658,"Europe","Netherlands",1,5,2021,845822,6506,11922,152,NA,NA
"32659",32659,"Europe","Netherlands",1,6,2021,853060,7238,12096,174,NA,NA
"32660",32660,"Europe","Netherlands",1,7,2021,862805,9745,12182,86,NA,NA
"32661",32661,"Europe","Netherlands",1,8,2021,871063,8258,12269,87,NA,NA
"32662",32662,"Europe","Netherlands",1,9,2021,878443,7380,12406,137,NA,NA
"32663",32663,"Europe","Netherlands",1,10,2021,885098,6655,12461,55,NA,NA
"32664",32664,"Europe","Netherlands",1,11,2021,890566,5468,12512,51,NA,NA
"32665",32665,"Europe","Netherlands",1,12,2021,895543,4977,12664,152,NA,NA
"32666",32666,"Europe","Netherlands",1,13,2021,901740,6197,12786,122,NA,NA
"32667",32667,"Europe","Netherlands",1,14,2021,908306,6566,12875,89,NA,NA
"32668",32668,"Europe","Netherlands",1,15,2021,914388,6082,12969,94,NA,NA
"32669",32669,"Europe","Netherlands",1,16,2021,919712,5324,13066,97,NA,NA
"32670",32670,"Europe","Netherlands",1,17,2021,925355,5643,13107,41,77000,77000
"32671",32671,"Europe","Netherlands",1,18,2021,930147,4792,13157,50,NA,NA
"32672",32672,"Europe","Netherlands",1,19,2021,934503,4356,13264,107,NA,NA
"32673",32673,"Europe","Netherlands",1,20,2021,940106,5603,13350,86,NA,NA
"32674",32674,"Europe","Netherlands",1,21,2021,945948,5842,13439,89,NA,NA
"32675",32675,"Europe","Netherlands",1,22,2021,951747,5799,13528,89,NA,NA
"32676",32676,"Europe","Netherlands",1,23,2021,957213,5466,13616,88,NA,NA
"32677",32677,"Europe","Netherlands",1,24,2021,962153,4940,13646,30,146612,146612
"32678",32678,"Europe","Netherlands",1,25,2021,966194,4041,13686,40,NA,NA
"32679",32679,"Europe","Netherlands",1,26,2021,970156,3962,13772,86,NA,NA
"32680",32680,"Europe","Netherlands",1,27,2021,974972,4816,13841,69,NA,NA
"32681",32681,"Europe","Netherlands",1,28,2021,979702,4730,13925,84,NA,NA
"32682",32682,"Europe","Netherlands",1,29,2021,984120,4418,13981,56,NA,NA
"32683",32683,"Europe","Netherlands",1,30,2021,988350,4230,14069,88,NA,NA
"32684",32684,"Europe","Netherlands",1,31,2021,992075,3725,14108,39,343526,327834
"32685",32685,"Europe","Netherlands",2,1,2021,995300,3225,14135,27,NA,NA
"32686",32686,"Europe","Netherlands",2,2,2021,998924,3624,14218,83,NA,NA
"32687",32687,"Europe","Netherlands",2,3,2021,1003010,4086,14281,63,NA,NA
"32688",32688,"Europe","Netherlands",2,4,2021,1007268,4258,14346,65,NA,NA
"32689",32689,"Europe","Netherlands",2,5,2021,1011636,4368,14407,61,NA,NA
"32690",32690,"Europe","Netherlands",2,6,2021,1015757,4121,14468,61,NA,NA
